,agg_scores,exp_scores,cell_type_category
pseudobulk_0,1.251555918712365,2.639714241027832,immune
pseudobulk_1,0.9581157826157729,2.4951305389404297,immune
pseudobulk_2,1.1374570856381707,2.417639970779419,immune
pseudobulk_3,0.8138702001460791,2.393118381500244,immune
pseudobulk_4,0.9654506015694958,2.3190348148345947,immune
pseudobulk_5,0.808731177752174,2.366905689239502,immune
pseudobulk_6,1.1338864117808456,2.525301694869995,immune
pseudobulk_7,1.0713210279206986,2.5350804328918457,immune
pseudobulk_8,1.0778998846451437,2.4663898944854736,immune
pseudobulk_9,1.0957541143879959,2.5023491382598877,immune
pseudobulk_10,1.202047759401462,2.6083457469940186,immune
pseudobulk_11,0.886038439035696,2.1124746799468994,immune
pseudobulk_12,0.8462830321593577,2.1697874069213867,immune
pseudobulk_13,0.8628820777170696,2.312018394470215,immune
pseudobulk_14,1.0955928984958474,2.4765520095825195,immune
pseudobulk_15,1.2069169624596674,2.255451202392578,immune
pseudobulk_16,0.6314891883877274,1.8756951093673706,immune
pseudobulk_17,1.0842763565396987,2.058549165725708,immune
pseudobulk_18,1.1661757939095263,2.170619010925293,immune
pseudobulk_19,0.8803260929455471,1.897823452949524,immune
pseudobulk_20,1.0896910569876987,2.5039429664611816,immune
pseudobulk_21,1.1652106120054624,2.087556838989258,immune
pseudobulk_22,1.2110497675177454,2.2238948345184326,immune
pseudobulk_23,1.1365232433799926,2.5045766830444336,immune
pseudobulk_24,1.0143484223701142,2.5973055362701416,immune
pseudobulk_25,1.0121587025502048,2.4892122745513916,immune
pseudobulk_26,0.9862859613306175,2.464364528656006,immune
pseudobulk_27,1.0767209234040775,2.409088611602783,immune
pseudobulk_28,1.06217810243515,2.5486438274383545,immune
pseudobulk_29,1.2031755673043518,2.611933708190918,immune
pseudobulk_30,1.136375921810962,2.519827365875244,immune
pseudobulk_31,0.919819406072345,2.209047555923462,immune
pseudobulk_32,0.9142806201787105,2.0445539951324463,immune
pseudobulk_33,1.1234163146198122,2.5579094886779785,immune
pseudobulk_34,0.8482414556051434,2.363581657409668,immune
pseudobulk_35,1.1355687219787236,2.4080207347869873,immune
pseudobulk_36,1.2087358074187433,2.598442792892456,immune
pseudobulk_37,1.1573247017467971,2.5546364784240723,immune
pseudobulk_38,0.8836333720693075,2.166909694671631,immune
pseudobulk_39,1.1343076116761446,2.1432900428771973,immune
pseudobulk_40,0.8234912095525673,1.9821712970733643,immune
pseudobulk_41,0.7862216645356698,2.0903160572052,immune
pseudobulk_42,1.1512701324820636,2.500206232070923,immune
pseudobulk_43,0.7555458370035192,1.9991226196289062,immune
pseudobulk_44,1.0472781644592668,1.9795039892196655,immune
pseudobulk_45,1.186375124450175,2.2212820053100586,immune
pseudobulk_46,0.9178174401192171,2.361137628555298,immune
pseudobulk_47,1.0261414314826804,2.5343661308288574,immune
pseudobulk_48,0.987487651632444,2.5490927696228027,immune
pseudobulk_49,1.092203830358922,2.59565806388855,immune
pseudobulk_50,1.1364328205518137,2.633256196975708,immune
pseudobulk_51,1.085448903984111,2.526493787765503,immune
pseudobulk_52,1.0306260493536237,2.5406839847564697,immune
pseudobulk_53,1.0708709108888523,2.538501501083374,immune
pseudobulk_54,1.144212767473614,2.638516664505005,immune
pseudobulk_55,0.9734878805289168,2.422107458114624,immune
pseudobulk_56,1.0076402344420736,1.8788999319076538,immune
pseudobulk_57,0.8651717857859987,1.8594270944595337,immune
pseudobulk_58,0.7065051652815506,1.6803098917007446,immune
pseudobulk_59,1.1379969334138829,2.4918808937072754,immune
pseudobulk_60,0.9506959468608281,2.2948074340820312,immune
pseudobulk_61,0.462098105502032,1.1333870887756348,immune
pseudobulk_62,0.9008895055676143,1.7673382759094238,immune
pseudobulk_63,0.7035083468239185,1.6948368549346924,immune
pseudobulk_64,0.7113171867281334,1.5948766469955444,immune
pseudobulk_65,1.1535483188108875,2.193673610687256,immune
pseudobulk_66,1.0797820425334763,2.0672032833099365,immune
