,pseudobulk_0,pseudobulk_1,pseudobulk_2,pseudobulk_3,pseudobulk_4,pseudobulk_5,pseudobulk_6,pseudobulk_7,pseudobulk_8,pseudobulk_9,pseudobulk_10,pseudobulk_11,pseudobulk_12,pseudobulk_13,pseudobulk_14,pseudobulk_15,pseudobulk_16,pseudobulk_17,pseudobulk_18,pseudobulk_19,pseudobulk_20,pseudobulk_21,pseudobulk_22,pseudobulk_23,pseudobulk_24,pseudobulk_25,pseudobulk_26,pseudobulk_27,pseudobulk_28,pseudobulk_29,pseudobulk_30,pseudobulk_31,pseudobulk_32,pseudobulk_33,pseudobulk_34,pseudobulk_35,pseudobulk_36,pseudobulk_37,pseudobulk_38,pseudobulk_39,pseudobulk_40,pseudobulk_41,pseudobulk_42,pseudobulk_43,pseudobulk_44,pseudobulk_45,pseudobulk_46,pseudobulk_47,pseudobulk_48,pseudobulk_49,pseudobulk_50,pseudobulk_51,pseudobulk_52,pseudobulk_53,pseudobulk_54,pseudobulk_55,pseudobulk_56,pseudobulk_57,pseudobulk_58,pseudobulk_59,pseudobulk_60,pseudobulk_61,pseudobulk_62,pseudobulk_63,pseudobulk_64,pseudobulk_65,pseudobulk_66,pseudobulk_67,pseudobulk_68,pseudobulk_69,pseudobulk_70,pseudobulk_71,pseudobulk_72,pseudobulk_73,pseudobulk_74,pseudobulk_75,pseudobulk_76,pseudobulk_77,pseudobulk_78,pseudobulk_79,pseudobulk_80,pseudobulk_81,pseudobulk_82,pseudobulk_83,pseudobulk_84,pseudobulk_85,pseudobulk_86,pseudobulk_87,pseudobulk_88,pseudobulk_89,pseudobulk_90,pseudobulk_91,pseudobulk_92,pseudobulk_93,pseudobulk_94,pseudobulk_95,pseudobulk_96,pseudobulk_97,pseudobulk_98,pseudobulk_99
NFI/3:NFI,0.04415842496382538,0.04583270553848706,0.04406058197491802,0.041517936129821464,0.04242224972404074,0.038299551873933524,0.0435726388823241,0.04563664901070297,0.04109977358893957,0.04324364135391079,0.043709583100280724,0.045762060675770044,0.04563014616724104,0.043094505730550736,0.043102846102556214,0.040615364618133754,0.04411966739280615,0.0446884389675688,0.0413868742325576,0.04067745967768133,0.04079523311520461,0.03797554336779285,0.04301258391933516,0.0404133879346773,0.04001261625671759,0.04474910895805806,0.03866496868431568,0.04499055797350593,0.04102382488781586,0.04447217844426632,0.04249137299484573,0.04228783065718744,0.04186649409666643,0.0430489837017376,0.0444078529253602,0.04752579444902949,0.043346173653844744,0.04336409940151498,0.04184392769820988,0.04182726368162548,0.053806849056854844,0.040456387388985604,0.04462922265520319,0.042178091214736924,0.04645422415342182,0.044552136125275865,0.043915969057707116,0.03980511863483116,0.043528195659746416,0.03820114963582455,0.042562443093629554,0.04291110215126537,0.04644132702378556,0.04368917568353936,0.04111554188420996,0.04390967058134265,0.04222058781306259,0.0391365502946428,0.037905222045083065,0.03817186687956564,0.04312837272300385,0.04235700107528828,0.045109048442100175,0.04525121934420895,0.042001598558272235,0.04582950487383641,0.04641057530534454,0.04206538500147872,0.04305580571963219,0.0446622254603426,0.04131666664034128,0.047469326527789235,0.04372659116052091,0.040768232342088595,0.04155673595960252,0.04369728187157307,0.04846318064664956,0.045012864517048,0.04136801610002294,0.03692430941737257,0.03868335970037151,0.03912721626693383,0.040582680332590826,0.04198484934750013,0.041232738323742524,0.04461100394837558,0.04477029651752673,0.04639914713334292,0.04062131614773534,0.04206212772987783,0.041896867216564715,0.04219481971813366,0.03957984808948822,0.04829569184221327,0.04442744399420917,0.04347671975847334,0.04468712041852996,0.044276911052293144,0.05057028477312997,0.047952906927093863
RFX/2:RFX,0.055962052778340876,0.05820818230859004,0.052472810697508976,0.05718683965096716,0.05578694560972508,0.052325671989819966,0.05970054562203586,0.05415449271094985,0.057004645583219826,0.05753404698043596,0.055127331346739084,0.05695014058437664,0.05857516701507848,0.06317632312129717,0.05732794864161406,0.05756312304583844,0.05255973072780762,0.05757835053373128,0.05737315307487734,0.05754843349859584,0.06264826346887276,0.053347395194577985,0.058535339499940164,0.05096544655680191,0.054572614244534634,0.0561272960039787,0.0574487199774012,0.061154024850111455,0.0536802902497584,0.056381446789600886,0.057023203757125884,0.05775680522492621,0.05698601469339337,0.054063700954429805,0.055675415831501596,0.06261449767043814,0.05090664314047899,0.05545714286563452,0.05314154225925449,0.052203824670868926,0.0555050984112313,0.06298868687008508,0.06113238180114422,0.05606604725471698,0.05657334128045477,0.051675154696567915,0.06218448780418839,0.06182892005017493,0.05105133062170353,0.050701777669019066,0.053643005463527516,0.05839829289470799,0.05232985566544812,0.0547546624293318,0.056993466801941395,0.053571330703562126,0.059386023378465325,0.05530769067991059,0.05228950097807683,0.057758710099733435,0.05279661947861314,0.05748685351863969,0.05740277169388719,0.05622940028843004,0.05927562569559086,0.05800430644012522,0.056160776075557806,0.05599328095559031,0.060824659129139036,0.054783170140581205,0.05434112674265634,0.05824618619226385,0.05613833804090973,0.05503778545244131,0.05413161432079505,0.05610653240000829,0.057623275846708566,0.05335287759953644,0.05730158041114919,0.04964966022816952,0.05291979339381214,0.0561564123199787,0.054831277069752105,0.06108014963683672,0.056117627580533735,0.053935062591335736,0.0576304096612148,0.05622502289770637,0.05239005725889001,0.054820572353492025,0.0543327485647751,0.05772872921079397,0.062771910437732,0.050597799629031215,0.053226811476633884,0.0477492202189751,0.05390815463033505,0.055317490347079,0.05435375114029739,0.054130049771629274
KLF/SP/2:C2H2,0.07001187557159483,0.06591490911876008,0.06408728298350752,0.06386094100059836,0.07118376073043464,0.06514361886388542,0.06885305107959994,0.06926571179724306,0.062058974198180294,0.06711005864553954,0.06643809658038435,0.0705509158014479,0.0651930479962175,0.06636810648120672,0.0664087201108714,0.06843790257187266,0.06831353317727462,0.06301182540164518,0.06735484858086238,0.06253336507768381,0.06905748095255149,0.06885635085757258,0.06619185300644403,0.06609126562858592,0.06775919861308921,0.06605805815354415,0.06362010177497268,0.0674327918477502,0.06501082786235202,0.06538417746151026,0.06529032534649559,0.06846383436118231,0.06814243374424223,0.07024404302626408,0.06596801993595136,0.06965110308624389,0.0661847341492603,0.0692445596990865,0.06587274900573448,0.06637140398697738,0.0688981123839767,0.06451897634735815,0.063553146863228,0.06582563588187895,0.06346114066536757,0.06806001663233019,0.06898647956688819,0.06592873508054709,0.06754885421139534,0.0649625666400766,0.06268185169733442,0.06578094153701386,0.06792293230859059,0.06582973308047713,0.06369121836121394,0.06596736799951941,0.06464937780509672,0.06842452762191442,0.06842263715975605,0.0699549459666855,0.06766596126047375,0.06853604467431751,0.0666671188764667,0.0664980305209042,0.06374418582436192,0.07078392383402843,0.06600333822945004,0.06633854807486728,0.06559549094708927,0.06457099829322033,0.06934719979972215,0.06740608226169797,0.06793489021463017,0.06352490988689397,0.06588085465523363,0.06478627155524919,0.06647652535264115,0.06432621475607903,0.06490434457145966,0.06330907220194604,0.06680096029941751,0.06247636337809581,0.06350949945493767,0.064972903660248,0.0647349377260582,0.06726628113699462,0.06705911358449157,0.06804424058225322,0.0679351264742536,0.06917623415637308,0.06704771853060265,0.06600770116835974,0.06867642784118289,0.07128895113351064,0.06905551895238204,0.0641220316509532,0.06637141099776045,0.06675130361566062,0.07017948214388525,0.07035965933152966
HD/2:homeodomain,0.003590259701013565,0.0042968555353581905,0.003180163213983178,0.002641207305714488,0.00321564800105989,0.0015191747806966305,0.003983610309660435,0.002959826961159706,0.0026839314959943295,0.0030101786833256483,0.002725801430642605,0.0028080525808036327,0.002885200548917055,0.002855330938473344,0.0033623073250055313,0.003985126968473196,0.0030536497943103313,0.003450030693784356,0.0032718218863010406,0.003129412420094013,0.003201776184141636,0.0021093396935611963,0.0033968377392739058,0.0015539273153990507,0.0032619773410260677,0.0031948417890816927,0.0019164355471730232,0.0031587020494043827,0.003021424636244774,0.0032613591756671667,0.0029821174684911966,0.002956119831651449,0.0026677430141717196,0.0027395524084568024,0.0032215772662311792,0.0032923021353781223,0.002656299853697419,0.004043879918754101,0.003557673655450344,0.004140138626098633,0.0027196097653359175,0.0026165994349867105,0.0027226763777434826,0.0029078335501253605,0.0037512844428420067,0.0026913918554782867,0.003452513599768281,0.002695387927815318,0.003471067873761058,0.0012833722867071629,0.0028781441505998373,0.0032283863984048367,0.0031128274276852608,0.0035064644180238247,0.002454601926729083,0.0031065221410244703,0.0027028198819607496,0.0031033556442707777,0.0025507702957838774,0.0030905036255717278,0.00237898132763803,0.004591507837176323,0.0033025885932147503,0.004147210158407688,0.002433768240734935,0.0035185692831873894,0.003202731953933835,0.003022217657417059,0.00307855405844748,0.0027691221330314875,0.0023835639003664255,0.0029706801287829876,0.0025106999091804028,0.0029742075130343437,0.002716456539928913,0.0029231891967356205,0.0035044217947870493,0.002997584408149123,0.0030470602214336395,0.0021952632814645767,0.0017402754165232182,0.002833843696862459,0.0032936010975390673,0.003306313883513212,0.004272858612239361,0.002942425897344947,0.0027744208928197622,0.002778381109237671,0.003436307655647397,0.0030777989886701107,0.00345327309332788,0.002995176939293742,0.0038090951275080442,0.0038019283674657345,0.0033742862287908792,0.003619958646595478,0.003041959833353758,0.0034608959686011076,0.003940115682780743,0.0035615055821835995
BCL6/1:C2H2,0.0011427354766055942,0.001015757443383336,0.001403279835358262,0.00107087183278054,0.001085377298295498,0.0009885942563414574,0.0012392103672027588,0.0010729208588600159,0.0008660001331008971,0.0011368594132363796,0.0009692251333035529,0.001124672475270927,0.0008662787731736898,0.0009022183367051184,0.0009510889649391174,0.0011611670488491654,0.001334147877059877,0.0009773661149665713,0.0013406215002760291,0.0012992600677534938,0.0010182877304032445,0.001036480418406427,0.0012273736065253615,0.0012862643925473094,0.0011817795457318425,0.00123633723706007,0.0010102230589836836,0.0011237035505473614,0.0011822649976238608,0.0010664307046681643,0.001198386657051742,0.0011131912469863892,0.0012671806616708636,0.0009530243696644902,0.0008098550024442375,0.0009297440992668271,0.0008737713797017932,0.000907839392311871,0.0008950473857112229,0.0011240104213356972,0.0009765143622644246,0.0010857414454221725,0.0010148966684937477,0.0014387443661689758,0.0011671939864754677,0.0011390221770852804,0.0009495367994531989,0.0008905994473025203,0.0008968669571913779,0.00139799399767071,0.000968404405284673,0.0010268056066706777,0.0010006235679611564,0.001378273474983871,0.0010750724468380213,0.0006812199135310948,0.0010463264770805836,0.0013481921050697565,0.0014715146971866488,0.0009698785725049675,0.001211343565955758,0.0012225440004840493,0.0012619210174307227,0.0005674727144651115,0.0010424976935610175,0.001371266902424395,0.0012291644234210253,0.0010830654064193368,0.001083381357602775,0.0012558528687804937,0.0012685259571298957,0.0015676137991249561,0.001383666880428791,0.0011510653421282768,0.0009760549291968346,0.0009248415590263903,0.00143779709469527,0.0012003048323094845,0.0009073695982806385,0.0013617045478895307,0.0013727671466767788,0.0011849302100017667,0.0011625150218605995,0.0008927623857744038,0.001080167363397777,0.0011214719852432609,0.0010947352275252342,0.0008785344543866813,0.0006934529519639909,0.0009462290909141302,0.0009572315029799938,0.0011626549530774355,0.0010076329344883561,0.0010849816026166081,0.0009002193692140281,0.0008821164374239743,0.0010428475216031075,0.0011273956624791026,0.0008436322677880526,0.0010233382927253842
NFI/1:NFI,0.007735714054433629,0.0070483107410836965,0.0073202039347961545,0.0056535868206992745,0.007576859265100211,0.005402587339631282,0.008001895737834275,0.00809444417245686,0.005558673030463979,0.007378222304396331,0.008449908928014338,0.007874107745010406,0.0074910991243086755,0.007089562888722867,0.007097690366208553,0.007720907393377274,0.007423748873407021,0.007153754180762917,0.006306810391834006,0.006193838897161186,0.008940690488088876,0.007408014062093571,0.006697012053336948,0.005501348932739347,0.007240501028718427,0.007771429372951388,0.00484789461188484,0.008009183045942336,0.007249731424963102,0.006484204932348803,0.007849359011743218,0.007061684096697718,0.007163571659475565,0.008284818497486413,0.006838442292064428,0.007966847450006753,0.006671704642940313,0.00767827351228334,0.006653170625213534,0.006576831161510199,0.008840622380375862,0.00724199233809486,0.007567705935798585,0.006116622738773003,0.006908849289175123,0.007216759899165481,0.00835393340094015,0.006388037232682109,0.006999024946708232,0.004860709901549853,0.006529050908284262,0.006682458333671093,0.009834182041231543,0.008840335620334372,0.007415817701257765,0.008111777948215604,0.0076978929282631725,0.006659599603153765,0.006815729197114706,0.006754662841558456,0.006544967880472541,0.007121443748474121,0.008465261780656874,0.008759139745961875,0.00710346142295748,0.007449353579431772,0.007540038204751909,0.00619547045789659,0.0071992321172729135,0.006326387781882659,0.007779062550980598,0.007592354144435376,0.008116866811178625,0.006673866446362808,0.00614915689220652,0.007585861021652818,0.0072315356228500605,0.00725441804388538,0.006862852838821709,0.0070151620311662555,0.004979475750587881,0.006496148242149502,0.0066114868386648595,0.0073509993380866945,0.006856314517790452,0.0077753569930791855,0.007860169134801254,0.008643804583698511,0.007881015364546329,0.005941113457083702,0.006695253367070109,0.006165393366245553,0.006567419855855405,0.008492362045217305,0.00699975248426199,0.008829736732877791,0.007912147208116949,0.006842033006250858,0.009574419935233891,0.00855794973904267
MEF2:MADS,0.01907953739282675,0.018560279451776296,0.019427773309871554,0.022451809782069176,0.023891469230875373,0.019646374974399805,0.024803654639981687,0.019147605926264077,0.02342934685293585,0.021357429475756362,0.024168687144992873,0.019551665638573468,0.02410957560641691,0.02652414160547778,0.017596405145013705,0.022671468323096633,0.02057995751965791,0.018443741893861443,0.025777175440452993,0.024501793726813048,0.019675511837704107,0.02194933913415298,0.020776352015673183,0.023689871304668486,0.020860047254245728,0.017125238373409957,0.02325342525728047,0.0255640129907988,0.01888427132507786,0.020578134950483218,0.025404398795217276,0.020964217430446297,0.02605315315304324,0.017994787835050374,0.022703337075654417,0.025978559016948566,0.015493728162255138,0.020227968168910593,0.023910418269224465,0.02281229553045705,0.01852802064968273,0.02066264732275158,0.025325888011138886,0.01753917068708688,0.01962909768917598,0.01433539588470012,0.024380708986427635,0.021781765099149197,0.02095814945641905,0.023203509801533073,0.02393601997755468,0.025053870922420174,0.021497968293260783,0.018808945358614437,0.021339745027944446,0.020842603174969554,0.02276717807399109,0.024144337861798704,0.022305866586975753,0.021307846356648952,0.023625561618246138,0.021358290570788085,0.02234826749190688,0.024292066431371495,0.023398529388941824,0.026867448701523244,0.022665510943625122,0.02293721999740228,0.025260378082748502,0.025012970145326108,0.026008995017036796,0.02187387295998633,0.023366110835922882,0.02477163606090471,0.019487776706228033,0.020280202268622816,0.025676898832898587,0.02518183534266427,0.02233579571475275,0.02220500895055011,0.024213056778535247,0.02638975891750306,0.02327478351071477,0.027288662968203425,0.02317872375715524,0.011934178473893553,0.023560239002108574,0.015201437287032604,0.011035090370569378,0.02015814883634448,0.015075378090841696,0.018171003786846995,0.022155831451527774,0.012262207543244585,0.012156217213487253,0.013236912927823141,0.019301740889204666,0.016715441568521783,0.014853383676381782,0.013902715727454051
TBX/2:TBX,0.002990487797433161,0.002900891437093378,0.0030023312574485317,0.002751938100118423,0.003016436416146462,0.0027728371205739677,0.0030251446423790185,0.002772502433799673,0.003111756086582318,0.0029478357137122657,0.002924539006926352,0.0028122971634729765,0.0025223173761332873,0.0026734047187346732,0.0031075301940290956,0.002983786580443848,0.0026654863395378925,0.002495982411346631,0.003316165959404316,0.003170036852679914,0.002807868111631251,0.002818193757775589,0.002718267573072808,0.003266370060373447,0.0027513610730238724,0.002714609305257909,0.0028835411267209565,0.0029242441723908996,0.0028318146542005707,0.0026697346147557255,0.0028856252356490586,0.002813207440340193,0.002966195130284177,0.002937232260592282,0.002485198972863145,0.0028403890792105813,0.002736278138399939,0.0030101723605184816,0.002643467189045623,0.0028630001997953514,0.0028570626982400427,0.0028866348511655815,0.002958915325507405,0.0026834736945602344,0.0029532821390603203,0.0029199132004578132,0.0031017444398457883,0.002736879188887542,0.002644836626132019,0.0030607355693064164,0.003113724131253548,0.0028663715384027455,0.002981022968015168,0.002991995890624821,0.0024638290851726197,0.0026310452067264123,0.002660734875462367,0.0027590675963438116,0.0027273275245534023,0.0029658808234671596,0.0032239997963188216,0.002867602548576542,0.0027897536565433256,0.003084072754063527,0.00284848864612286,0.0030326190608320758,0.0026891822071775096,0.002496327055268921,0.002731926568230847,0.0031310206722992007,0.0032042535713117104,0.00287614032458805,0.002698304045225086,0.003024299405296915,0.002573903890151996,0.0031138764461502433,0.0031357107473013457,0.0027231228377786465,0.002563642516179243,0.0025034297214006074,0.003331490803248016,0.0031538447401544545,0.003023819088411983,0.0027903542504645884,0.0028367448339849943,0.0028514771092886804,0.0031708574988442706,0.002818594453856349,0.0024932449450716376,0.002916776171332458,0.002660479658516124,0.002927766843640711,0.0029797333518217783,0.0027152001566719264,0.0024143848804669688,0.002551233910708106,0.0028350456668704282,0.0028825024419347756,0.002603853245091159,0.002600183970571379
MIES:MEIS,0.004909022769425064,0.004958977166097611,0.005309346655849367,0.0036627725057769567,0.00487322750268504,0.004157318267971277,0.0049789390177465975,0.004454237059690058,0.0045150308578740805,0.005437439831439406,0.004306527902372181,0.005162609799299389,0.0045873994822613895,0.003983309550676495,0.00434942526044324,0.004285069822799414,0.005354480119422078,0.004331338743213564,0.00525985611602664,0.00397034379420802,0.004671017173677683,0.005126041069161147,0.005202293279580772,0.00445651903282851,0.004574646300170571,0.004864975810050964,0.004682813945692033,0.004502154188230634,0.004363644664408639,0.004315485537517816,0.003947265213355422,0.00430109997978434,0.0047482834197580814,0.004618051694706082,0.004990825487766415,0.004374153737444431,0.004120716155739501,0.004701630328781903,0.004751104163005948,0.004766730999108404,0.005768878210801631,0.004877952218521386,0.004710521781817079,0.004149936139583588,0.004811596940271556,0.004554212384391576,0.004358827020041645,0.004182583303190768,0.004243570321705192,0.004603243083693087,0.004477948590647429,0.004594606580212712,0.005365020071621984,0.004591594450175762,0.00456088368082419,0.004532311228103936,0.004179899231530726,0.004262161091901362,0.005146831681486219,0.005052499531302601,0.004713155387435108,0.0041322854231111705,0.004649187263567001,0.004778443952091038,0.004605501424521208,0.004688741988502443,0.005338139657396823,0.004572348145302385,0.004621198633685708,0.004447282262844965,0.004482448392082006,0.004487007274292409,0.004825542098842561,0.004517649533227086,0.004195257148239762,0.004478168964851648,0.00470627355389297,0.004079882521182299,0.004878188599832356,0.004754910769406706,0.004323850269429386,0.00456557737197727,0.004768547893036157,0.0041119036031886935,0.004611057811416686,0.0037458048027474433,0.005654038104694337,0.004131543973926455,0.003457939368672669,0.004001457098638639,0.004340499697718769,0.00423068244708702,0.003742471133591607,0.003643455565907061,0.0037712478078901768,0.0038545693969354033,0.004717383359093219,0.004600630956701934,0.004784575023222715,0.0038788981619291008
ETS/1:ETS,0.004622151594958268,0.004860358181758784,0.005083573792944662,0.004256378291756846,0.004879331820120569,0.0047041205543791875,0.004681845261075068,0.004844305571168661,0.004271038902516011,0.004709774890216067,0.003767948830500245,0.004437472700374201,0.004554409897536971,0.004414090130012482,0.004947236229781993,0.004572168894810602,0.00421747154177865,0.004258539331203792,0.004972246257239021,0.003975730112870224,0.00486884695419576,0.004648893584089819,0.00439886462118011,0.004632279451470822,0.004522230345173739,0.004165095189819112,0.0044988455847487785,0.004891584940196481,0.004739356067148037,0.004410984445712529,0.004350119437731337,0.004513841115112882,0.004818945963052101,0.004446760860446375,0.004702969810750801,0.004068999696755782,0.004349925358837936,0.00459519471769454,0.004301847693568561,0.004868172160058748,0.004574289298034273,0.0043677467401721515,0.0041276106421719305,0.004472188782528974,0.004351350602519233,0.004674191179219633,0.004835979874769691,0.004771884261572268,0.004589211363054346,0.0051338224147912115,0.004285717150196433,0.004062807398440782,0.004787219731952064,0.004498627364228014,0.00431911204213975,0.003990987788711209,0.004136798124818597,0.004184549885394517,0.004481311145354994,0.004586880968417972,0.004305192487663589,0.004702076701505575,0.004077146928466391,0.004153060548560461,0.004808909594430588,0.0043498996674316,0.004472420092497487,0.00477027765737148,0.004462231394427363,0.004627994494512677,0.0050191129121230915,0.004254228682839312,0.0043578958793659694,0.004301428263715934,0.0037897842412348837,0.004559410270303488,0.004388673231005669,0.004634172568330541,0.004346033383626491,0.004114293173188344,0.004651416631531902,0.004230457612720784,0.004285989605705254,0.004238763562170789,0.004510718434175942,0.004682917067839298,0.0046715295320609584,0.005102326023916248,0.005112168961204588,0.004715751470939722,0.004340690102253575,0.004416786126967054,0.0043191955119255,0.005153547492227517,0.005418063446995802,0.004677164033637382,0.004135946255701128,0.004330381234467495,0.004603919915098231,0.004374909556645434
E2F/2:E2F,0.0037294649810064584,0.003941612616472412,0.0037172661905060522,0.003786667679378297,0.0042265514566679485,0.004007173927675467,0.004368713838630356,0.004166682330833282,0.0032005573957576416,0.004118560726055875,0.0039711451245239004,0.004219213557007606,0.004087446104676928,0.004081665607372997,0.0038408445034292527,0.004158707786700688,0.00411920745682437,0.0039845899227657355,0.003720978398632724,0.003824884428468067,0.00398316769496887,0.004152071189309936,0.003897965212672716,0.0037201537779765204,0.003999186479632044,0.0039589463485754095,0.0038446582184405997,0.0038907494381419383,0.003944973515899619,0.0038336336365318857,0.0035078677683486603,0.0036889438633807003,0.003990717636042973,0.003886505182890687,0.00401840381528018,0.003909068007487804,0.003933084532036446,0.003933012099878397,0.003868855994369369,0.004202008985885186,0.00409225244220579,0.003650838596513495,0.003951064718421549,0.004116871761652874,0.003674770996440202,0.003958062494348269,0.0039980161091079935,0.003934276475774823,0.003849524997349363,0.003480196090094978,0.003921975014236523,0.004124856379348785,0.004094883450306952,0.0037987092582625337,0.0035686918017745484,0.00380381725699408,0.003913357140845619,0.004190866027784068,0.0038245936266321223,0.004198008529783692,0.003987043892266229,0.004140312485105824,0.004359305559773929,0.0037427769057103433,0.003921877350876457,0.0036133118919678964,0.0038796408698544838,0.004063873289851472,0.004100359830772504,0.003767139984120149,0.00386673341927235,0.004266865777026396,0.0037802032893523574,0.0035078242945019156,0.003989527751400601,0.0036527681004372425,0.0039379509835271165,0.004021183780423598,0.0038298964618661557,0.0033582115793251432,0.00349410688795615,0.0041731442615855485,0.003911336099918117,0.004246011420036666,0.003973154380219057,0.003974904153437819,0.0043383977535995655,0.0038895302059245296,0.003982930873462465,0.0041035905451281,0.003999818589363713,0.004031910626508761,0.004209890597849153,0.0042035752412630245,0.003948329522245331,0.003942885348806158,0.004052300195326097,0.004342051041021477,0.004064551729243249,0.004057225494761951
N/A,0.02513650102628162,0.02389853966451483,0.02429564989870414,0.025123613762843888,0.024981692047731485,0.022662481431325432,0.0263638898904901,0.02361374333850108,0.026014793424110394,0.02411819986446062,0.024414964827883523,0.02327010165754473,0.02728650988137815,0.02483148502506083,0.023001980189292226,0.02403146783763077,0.025106486937147565,0.022260939083935227,0.024178849591407925,0.025467618404945824,0.02411345161817735,0.02347051104879938,0.023688142275204882,0.023717631556792185,0.02203685715358006,0.02226718148449436,0.024646506819408387,0.024172244389774278,0.022868671068863478,0.02442896045249654,0.026543595777184237,0.0237464369420195,0.02598148131801281,0.023770102467096876,0.025579855348041747,0.0272163212284795,0.021820231289893854,0.02402774916117778,0.023743689933326095,0.024702181821339764,0.02183767353562871,0.023137484764447436,0.022669946782116313,0.024652917694766074,0.02370506463194033,0.021560409411904402,0.023852718848502263,0.02359348323807353,0.023887061986897606,0.02202597253199201,0.02415122059028363,0.022928015700017568,0.023760747455526143,0.023174491107056383,0.025243399242754094,0.025078646576730534,0.02510336942941649,0.023510284772783052,0.023167005441791844,0.023605937480169814,0.024179218504286837,0.024098783287627157,0.0268737905062153,0.02596230559720425,0.023433893635228742,0.027423478139098734,0.023333185628871433,0.02328655256133061,0.023579143649840262,0.023350259121798445,0.023398908895615023,0.023492076274123974,0.02356922661419958,0.02217395743718953,0.021762673008197453,0.02238555214717053,0.02511966617021244,0.026004748382547405,0.025205794459907338,0.023291682220587973,0.023785977653460577,0.02643469144095434,0.02518858168332372,0.023257399669091683,0.02572488276200602,0.019244404415076133,0.025567483527993318,0.023304130387259647,0.019241455804149155,0.023335433477768674,0.018964085407787934,0.022493581993330736,0.024983641880680807,0.022859476375742815,0.019638902937003877,0.020691443445684854,0.024531064205802977,0.024424698094662745,0.023864062219217885,0.02273873771628132
ETS/2:ETS,0.0005508769099833444,0.0005669496677001007,0.0006043211833457462,0.0005638258517137729,0.0005120199202792719,0.0006299632950685918,0.0005396290289354511,0.0006288565709837712,0.0004729559150291607,0.0006634437377215363,0.00048053829959826544,0.0005871215034858324,0.0006258193097892217,0.000568603936699219,0.0006476746420958079,0.0005151242803549394,0.0005980735732009634,0.0005507599053089507,0.0005734499427489936,0.0006157208554213867,0.0006053482356946915,0.0006077136567910202,0.0005412212558439933,0.0005145241157151759,0.0006211794534465298,0.0005942636125837453,0.0005432911857496947,0.0005393973769969307,0.0005882708501303568,0.0005413591570686549,0.0005021674878662452,0.0005503320862771943,0.0005434720587800257,0.0005051026564615313,0.0006726812644046731,0.00054520428966498,0.0005698579261661507,0.0005561713987844996,0.0005133318190928549,0.0005621840828098357,0.0005686788499588147,0.0006067196954973042,0.0005813861716887914,0.0005446894792839885,0.000558211024326738,0.0005917809830862097,0.0006040180378477089,0.00060910580214113,0.000529308854311239,0.0005674097992596216,0.000580248364713043,0.00047833337885094807,0.0005458131563500501,0.0005636718342429958,0.0005563249724218622,0.0005711243720725179,0.0006459945434471592,0.0006515205168398097,0.0005273545539239421,0.0004861538909608498,0.000514341241796501,0.0006255972402868792,0.0005616808412014507,0.0005078279500594363,0.000587327427638229,0.0004699482669821009,0.0004553738472168334,0.0006644943787250668,0.0005255558280623518,0.0005712424172088504,0.0005328247498255223,0.0004803667397936806,0.0006166147140902467,0.00046154895608196966,0.0004966159394825809,0.000551201454072725,0.0006158067553769797,0.0005033358320361003,0.0006531659382744692,0.0005759491541539319,0.0004982061655027792,0.0005612160020973533,0.0004640345214284025,0.0005472150733112358,0.0005741564600612037,0.0006754934656783007,0.0005109481862746179,0.0006022801098879427,0.0005792516021756455,0.0005592265806626529,0.0005565444444073364,0.0005780228384537622,0.0005676458677044138,0.0005916074296692386,0.000548365424037911,0.0005444940325105563,0.0005360560899134725,0.0005283584032440558,0.00056981120724231,0.0005510100672836415
