,family,gene,mean_expression,correlation,pval
1,Ebox/CACGTG/1:bHLH,TFE3,0.6870221,-0.3965682306525761,9.395882170870909e-39
2,Ebox/CACGTG/1:bHLH,USF2,1.1071309,-0.5812355896461417,6.224768937187506e-91
3,Ebox/CACGTG/1:bHLH,TFEB,0.53065455,-0.03365032401077344,0.31276366653224813
4,Ebox/CACGTG/1:bHLH,MITF,0.67841583,0.09417515820113487,0.0035915647561214786
5,Ebox/CACGTG/1:bHLH,BHLHE41,0.325869,0.05268780551686328,0.11413257140666493
6,Ebox/CACGTG/1:bHLH,SREBF2,0.7688352,-0.6551790460475919,9.311613399204086e-123
7,Ebox/CACGTG/1:bHLH,SREBF1,0.60130894,-0.23217433328662185,1.5420039288797598e-13
8,Ebox/CACGTG/1:bHLH,MLX,1.2634761,-0.31314719380132927,5.3678091675294594e-24
9,Ebox/CACGTG/1:bHLH,BHLHE40,1.1723025,-0.005090152513345673,0.8722789056999205
10,Ebox/CACGTG/1:bHLH,MLXIPL,0.4523114,0.01996689617094195,0.5502589231254318
11,Ebox/CACGTG/1:bHLH,ARNT,0.77830005,-0.594905200466844,3.276049288342978e-96
12,Ebox/CACGTG/1:bHLH,ARNTL,0.56917137,0.03454980827000538,0.3125500269708636
13,Ebox/CACGTG/1:bHLH,TFEC,0.705994,0.5522154222529122,1.6813379355579687e-80
14,Ebox/CACGTG/1:bHLH,HEY1,0.49816453,-0.7269232497939762,1.1057428124097524e-163
15,Ebox/CACGTG/1:bHLH,HEY2,0.2893974,-0.15292387449879075,1.556827287460867e-06
16,Ebox/CACGTG/1:bHLH,ID2,1.9620807,-0.6254609724461497,4.759049049124467e-109
17,Ebox/CACGTG/1:bHLH,MAX,1.2981218,-0.502240137727,1.154734647313025e-64
18,Ebox/CACGTG/1:bHLH,MNT,0.6265722,-0.44967163913692687,1.28916743541057e-50
19,Ebox/CACGTG/1:bHLH,MLXIP,0.9459437,-0.6857351720691109,9.572155365107954e-139
20,Ebox/CACGTG/1:bHLH,NPAS2,0.27589265,-0.17400770074526453,4.2486254599420225e-08
21,Ebox/CACGTG/1:bHLH,CREB3L2,0.89178205,-0.6411632265817182,3.5314967016220536e-116
22,Ebox/CACGTG/1:bHLH,HES7,0.048936706,-0.37934112963131617,2.3568946545748457e-35
23,Ebox/CACGTG/1:bHLH,CLOCK,0.85973024,-0.6480058230617459,2.3419920743904575e-119
24,Ebox/CACGTG/1:bHLH,CREB3L1,0.223514,-0.5772897124302873,1.725420338072859e-89
0,CREB/ATF/1:bZIP,ATF1,1.1181545,0.32427010384982086,2.3719989067267423e-25
1,CREB/ATF/1:bZIP,CREB1,1.1490862,0.17886808758862155,1.3553391053861088e-08
2,CREB/ATF/1:bZIP,ATF2,1.0238576,0.2599365147309574,1.0401489275554797e-16
3,CREB/ATF/1:bZIP,ATF3,1.1496563,0.15798812874563248,5.131170037949938e-07
4,CREB/ATF/1:bZIP,CREM,1.4666646,0.5122929659674837,5.789072696331834e-67
5,CREB/ATF/1:bZIP,FOS,1.8212858,0.19577474069305809,5.222616082120453e-10
6,CREB/ATF/1:bZIP,FOSL2,0.9861211,0.41991531763450457,3.0104299909377898e-43
7,CREB/ATF/1:bZIP,FOSL1,0.1988263,0.3240389633392723,1.9353844967710238e-25
8,CREB/ATF/1:bZIP,JUN,1.9147699,0.2489868072356475,1.8559050066610527e-15
9,CREB/ATF/1:bZIP,FOSB,1.3515593,0.26996556947263106,6.750708244836425e-18
10,CREB/ATF/1:bZIP,JUNB,1.8525479,0.3173142239195109,1.740245617477893e-24
